"ID","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6373636","OXXO SUC 50KUV MINERIA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","CAMINO A SAN JOSÉ","AVENIDA","MINERÍA","CALLE","GEMAS","CALLE","YACIMIENTOS","701",,,,,,"COLONIA","VALLE DE LINCOLN PRIMERA ETAPA",,,,"66023","19","NUEVO LEÓN   ","018","García","0025","Valle de Lincoln","1008","018",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.79239731","-100.48022268","2010-07"
"6364332","OXXO SUC 50KVM NOVA APODACA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","Reforma","AVENIDA","Nuevo León","AVENIDA","Tamaulipas","AVENIDA","Ninguno","600",,,,"0",,"COLONIA","NUEVO APODACA",,,,"66605","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","0066","010",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.78698677","-100.18534518","2013-07"
"6371858","OXXO SUC 50KVP VALLE DEPALMAS I MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","Concordia","AVENIDA","Las Palmas","AVENIDA","San Leopoldo","AVENIDA","Margaritas","500",,,,"0",,"COLONIA","VALLE DE LAS PALMAS I",,,,"66635","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","1280","004",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.7845678","-100.26628798","2010-07"
"6373583","OXXO SUC 50KVQ NUEVA INGLATERRA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","INGLATERRA","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","3949",,,,,,"COLONIA","RESIDENCIAL ABRAHAM LINCOLN",,,,"64310","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","4680","026",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.71037086","-100.35633086","2014-12"
"6714829","OXXO SUC 50KWV JOSE ALVARADO MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","JUAN ESCUTIA","CALLE","JOSÉ GONZÁLEZ ALVARADO","CALLE","FRANCISCO VILLA","CALLE","AGUSTÍN MELGAR","500",,,,,,"COLONIA","DESARROLLO SOLIDARIDAD",,,,"66650","19","NUEVO LEÓN   ","041","Pesquería","0001","Pesquería","0099","018",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.79582875","-100.04066636","2016-01"
"6729942","OXXO SUC 50KWY BUENAVENTURA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","CASA BLANCA","CALLE","MISIÓN SAN BUENAVENTURA","AVENIDA","PALERMO","CALLE","MISIÓN SANTA CRUZ","401","A1",,,,,"COLONIA","MISION DE CASA BLANCA","CENTRO Y PLAZA COMERCIAL","CASA BLANCA","A1","66478","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1572","016",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.73244387","-100.23461624","2016-01"
"6851159","OXXO SUC 50KY0 OAXACA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","16 DE SEPTIEMBRE","CALLE","OAXACA","CALLE","TLAXCALA","CALLE","MOCTEZUMA","401",,,,,,"COLONIA","INDEPENDENCIA",,,,"64720","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1883","022",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.66222372","-100.31925626","2018-11"
"6727476","OXXO SUC 50KYP CAPELLANIAS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","MARAVILLAS","CALLE","PASEO 27 DE OCTUBRE","CALLE","ANILLO PERIFÉRICO","CALLE","PASEO DE GARZAS","901",,,,,,"COLONIA","PASEO CAPELLANIA",,,,"66007","19","NUEVO LEÓN   ","018","García","0001","García","0673","016",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.79877116","-100.61275555","2016-01"
"6373627","OXXO SUC 50KYQ DOCTORES MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","DOCTOR AQUILINO VILLANUEVA","CALLE","DOCTOR LICEAGA","CALLE","DOCTOR EDUARD JENNER","CALLE","DOCTOR CARLOS MARTÍNEZ DEL RÍO","101",,,,,,"COLONIA","VALLE DE SAN BLAS",,,,"66025","19","NUEVO LEÓN   ","018","García","0001","García","107A","032",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.80335808","-100.56881896","2010-07"
"6369257","OXXO SUC 50KZL MALSA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","General Bernardo Reyes","OTRO (ESPECIFIQUE)","Anastasio Bustamante","OTRO (ESPECIFIQUE)","Manuel de la Peña y Peña","OTRO (ESPECIFIQUE)","Julián Villagrán","2619","A",,,"0",,"COLONIA","BELLA VISTA",,,,"64410","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0955","020",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.69945636","-100.32525654","2010-07"
"6850758","OXXO SUC 50L2I RIO COLORADO I","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","CIRCUNVALACIÓN","CALLE","RAÚL RANGEL FRÍAS","CALLE","AARÓN SÁENZ","CALLE","RÍO SENA","143",,,,,,"COLONIA","NUEVO SAN MIGUEL",,,,"67116","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1349","003",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.6958184","-100.1850689","2018-11"
"6854889","OXXO SUC 50L36 ESTACION MITRAS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","RODRIGO GÓMEZ","CALLE","GOLFO DE CALIFORNIA","CALLE","RÍO TOPO CHICO","CALLE","OCÉANO PACÍFICO","0","SN",,,"0","9, 10 Y 11","COLONIA","MITRAS NORTE",,,,"64320","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0743","003",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.70608547","-100.34250611","2020-04"
"6848633","OXXO SUC 50L50 JOSEFA MADRIGAL MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","AÑO INTERNACIONAL DE LA MUJER","CALLE","ESQ. JOSEFA MADRIGAL","CALLE","BERTHA WESTRUP","CALLE",,"315",,,,,,"COLONIA","MUJERES ILUSTRES",,,,"66635","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","137A","022",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.76433567","-100.26207698","2018-03"
"6845962","OXXO SUC 50L5R PLAZA JUAREZ NLD","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","PLAZA JUÁREZ","AVENIDA","IGNACIO ZARAGOZA","AVENIDA","MIGUEL HIDALGO","CALLE","INGENIEROS","101",,,,,,"COLONIA","CIUDAD ANAHUAC",,,,"65030","19","NUEVO LEÓN   ","005","Anáhuac","0001","Anáhuac","0533","008",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","27.24939112","-100.13345301","2018-03"
"6781456","OXXO SUC 50L9H LERDO DE TEJADA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","LICENCIADO SEBASTIÁN LERDO DE TEJADA","CALLE","GENERAL NICOLÁS BRAVO","CALLE","PRIMERA PRIVADA","CALLE","NARANJO","501",,,,,,"COLONIA","LA HUERTA",,,,"67144","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0317","039",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.68023521","-100.24835468","2017-03"
"6371359","OXXO SUC 50LAG LA GRANGE MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","ROBERTO GARZA SADA","AVENIDA","ROBERTO GARZA SADA","AVENIDA","JUAN PABLO II","CALLE","DE LA CONSTITUCIÓN MEXICANA","300",,,,,,"COLONIA","LAGRANDE",,,,"66490","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0339","012",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.71853885","-100.26623178","2010-07"
"6364691","OXXO SUC 50LAK TLATELOLCO MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","Las Rocas","AVENIDA","Mármol","AVENIDA","Talco","AVENIDA","Alabastro","0","SN",,,"0",,"RANCHERIA","COLONIA SAN JERONIMO",,,,"64100","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0029","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.7557182","-100.37779565","2010-07"
"6366236","OXXO SUC 50LAR LOMA LARGA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","LOMA FLORIDA","AVENIDA","LOMA ALEGRE","AVENIDA","LOMA LARGA","AVENIDA","NINGUNO","5450",,,,,,"COLONIA","LOMA LARGA",,,,"64710","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1845","019",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.66531982","-100.34206825","2010-07"
"6371300","OXXO SUC 50LAX ALAMO II MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","Carretera Nacional","CALLE","Alfonso Salazar","CALLE","Miguel Hidalgo","CALLE","Benito Juárez","206",,,,"0",,"COLONIA","SAN PEDRO",,,,"67300","19","NUEVO LEÓN   ","049","Santiago","0001","Santiago","0190","016",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.37633743","-100.11092815","2010-07"
"6846904","OXXO SUC 50LB1 ALTAMIRA MON","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","Avenida del Río","AVENIDA","LOMA LARGA PONIENTE","AVENIDA","Sin Referencia","AVENIDA","Bahía Libertad","100",,,,"0",,"COLONIA","ANZURES",,,,"67258","19","NUEVO LEÓN   ","031","Juárez","0001","Ciudad Benito Juárez","1866","039",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.68877477","-100.11538931","2018-03"
"6369251","OXXO SUC 50LBC LIB A CADEREYTA MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","Niños Héroes","OTRO (ESPECIFIQUE)","Miguel Hidalgo","OTRO (ESPECIFIQUE)","Carretera Nacional","OTRO (ESPECIFIQUE)","Héroe de Nacozari","400","A",,,"0",,"CIUDAD","ALLENDE",,,,"67350","19","NUEVO LEÓN   ","004","Allende","0001","Ciudad de Allende","0112","051",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.27453069","-100.01655536","2010-07"
"6370779","OXXO SUC 50LBY LIBRAM SALTILLO MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CARRETERA","Carretera México-Laredo","CARRETERA","Libramiento Noreste","CARRETERA","Ninguno","CARRETERA","Ninguno","1751",,,,"0",,"COLONIA","APODACA CENTRO",,,,"65580","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","1204","002",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.83035703","-100.25836854","2010-07"
"6846834","OXXO SUC 50LC0 HUERTAS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","LIBERTAD","CALLE","GARDENIA","CALLE","LA NUTRIA","CALLE","NINGUNO","0","SN",,,,,"FRACCIONAMIENTO","RINCON DE LAS HUERTAS",,,,"67639","19","NUEVO LEÓN   ","038","Montemorelos","0761","Montemorelos (La Carlota)","0055","800",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.19321639","-99.84999417","2018-03"
"6847373","OXXO SUC 50LCK CEPEDA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","CELSO CEPEDA","CALLE","BANCO DE FOMENTO","CALLE","DECRETO PRESIDENCIAL","CALLE",,"5240",,,,,,"COLONIA","PLUTARCO ELIAS CALLES",,,,"64108","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3362","014",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.75034772","-100.38417628","2018-03"
"6369216","OXXO SUC 50LCX CIUDADELA MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","Teófilo Salinas Garza","AVENIDA","Real de San Patricio","AVENIDA","Real de San Pablo","AVENIDA","Real de San José","700",,,,"0",,"COLONIA","CIUDADELA",,,,"67250","19","NUEVO LEÓN   ","031","Juárez","0001","Ciudad Benito Juárez","0707","003",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.65524859","-100.08093893","2010-07"
"6847374","OXXO SUC 50LD1 LOS MURALES MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","DIEGO RIVERA","AVENIDA","RUFINO TAMAYO","AVENIDA","ESMERALDA","AVENIDA",,"262",,,,,,"COLONIA","LOS MURALES",,,,"66610","19","NUEVO LEÓN   ","006","Apodaca","0388","Ex-Hacienda Santa Rosa","201A","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.80128123","-100.2189309","2018-03"
"6371202","OXXO SUC 50LDM DE LA MADRID II MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","BOULEVARD","MIGUEL DE LA MADRID","BOULEVARD","KM 92","BOULEVARD","NINGUNO","BOULEVARD","NINGUNO","5880","A",,,,,"COLONIA","INDUSTRIAL JARDINES SAN RAFAEL",,,,"67119","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1809","005",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.69201564","-100.18607791","2010-07"
"6370734","OXXO SUC 50LEB LOS EBANOS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","CAMINO REAL MEZQUITAL SANTA ROSA","CALLE","CHOPO","CALLE","CEIBA","CALLE","AHILITE","760",,,,,,"COLONIA","EBANOS 3 SECTOR",,,,"66612","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","1045","021",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.77884016","-100.23940071","2010-07"
"6370725","OXXO SUC 50LFL FLORES MAGON MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","Hermanos Flores Magón","CALLE","Hermanos Flores Magón","CALLE","Antonio I. Villarreal","CALLE","Cristóbal Colón","3774","ORIENTE",,,"0",,"COLONIA","FIERRO",,,,"64590","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","139A","005",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.68327034","-100.27667954","2010-07"
"6370187","OXXO SUC 50LGB LAGOS DEL BOSQUE MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","LAGO ERIE","CALLE","LAGO ZURICH","CALLE","NINGUNO","CALLE","NINGUNO","5114",,,,,,"COLONIA","LAGOS DEL BOSQUE",,,,"64890","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2364","026",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.60131207","-100.26409411","2010-07"
"6705842","OXXO SUC 50LGI SAN JORGE MON","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","SAN BERNABE","CALLE","SAN PABLO","CALLE","LEON XIII","CALLE","GRACIANO BORTONI","424",,,,,,"COLONIA","SAN JORGE",,,,"64330","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","4110","015",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.72395697","-100.36459631","2016-01"
"6366275","OXXO SUC 50LGO DEL LAGO MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","LEIJA","CALLE","PASEO DE GRANADA","CALLE","NINGUNO","CALLE","NINGUNO","3900",,,,,,"COLONIA","LAS TORRES",,,,"64930","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2294","005",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.61996694","-100.28416917","2010-07"
"6851160","OXXO SUC 50LH8 AMAPOLA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","DEL OLMO","AVENIDA","DEL ENCINO","CALLE","NINGUNO","CALLE","PEONIA","0","SN",,,,,"COLONIA","VALLE DEL ROBLE",,,,"67456","19","NUEVO LEÓN   ","009","Cadereyta Jiménez","0572","Valle del Roble","0049","089",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.59805235","-100.07372603","2018-11"
"6367047","OXXO SUC 50LHP HOSPITAL MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","Doctor Eduardo Aguirre Pequeño","OTRO (ESPECIFIQUE)","Francisco I. Madero","OTRO (ESPECIFIQUE)","Reforma","OTRO (ESPECIFIQUE)","Simón Bolívar","3191","A",,,"0",,"COLONIA","MITRAS CENTRO",,,,"64460","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1169","026",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.68794215","-100.34688091","2011-03"
"6364730","OXXO SUC 50LHS LBMTO SABINAS MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CARRETERA","CARRETERA MONTERREY - NUEVO LAREDO KM. 93","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","100",,,,,,"COLONIA","LARRALDEÑA",,,,"65276","19","NUEVO LEÓN   ","044","Sabinas Hidalgo","0001","Ciudad Sabinas Hidalgo","0245","001",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","26.4875396","-100.18727462","2014-12"
"6365937","OXXO SUC 50LIN LINDA VISTA MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","LINDA VISTA","CALLE","VISTA REGIA","CALLE","NINGUNO","CALLE","NINGUNO","111",,,,,,"COLONIA","LINDA VISTA",,,,"67130","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0162","013",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.69279582","-100.2545062","2010-07"
"6370834","OXXO SUC 50LIQ PASEO SAN NICOLASMTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","PASCACIO LUIS DE LETONA","CALLE","ARROYO","CALLE","VULCANO","CALLE","JÚPITER","432",,,,,,"COLONIA","PASEO DE SAN NICOLAS",,,,"66446","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1430","003",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.74178174","-100.25677639","2010-07"
"6369589","OXXO SUC 50LIZ PLAZA LINARES MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","LICENCIADO BENITO JUÁREZ","CALLE","GENERAL IGNACIO ALLENDE","CALLE","CORREGIDORA","CALLE","VENUSTIANO CARRANZA","300",,,,,,"COLONIA","ZONA CENTRO",,,,"67700","19","NUEVO LEÓN   ","033","Linares","0001","Linares","0612","015",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","24.85946277","-99.56636538","2010-07"
"6370711","OXXO SUC 50LJX PZA COLEGIOCIVILMTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","Licenciado Benito Juárez","AVENIDA","George Washington","AVENIDA","5 de Mayo","AVENIDA","Vicente Guerrero","315",,,,"0",,"COLONIA","GUADALUPE VICTORIA",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1690","038",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.67429038","-100.31457436","2010-07"
"6370688","OXXO SUC 50LKC COLEGIO CIVIL MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","15 de Mayo","OTRO (ESPECIFIQUE)","Colegio Civil","OTRO (ESPECIFIQUE)","José Garibaldi","OTRO (ESPECIFIQUE)","Juan Ignacio Ramón","0",,,,"0",,"COLONIA","ZONA CENTRO",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1686","018",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.67204537","-100.3159154","2010-07"
"6370682","OXXO SUC 50LKD DOCTOR GARCIA MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","CARLOS GARCÍA RODRÍGUEZ","CALLE","MADERO","AVENIDA","MIGUEL HIDALGO Y COSTILLA","CALLE","ZACATECAS","0","SN",,,,,"COLONIA","LINARES CENTRO",,,,"67700","19","NUEVO LEÓN   ","033","Linares","0001","Linares","0542","038",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","24.86477018","-99.56658157","2010-07"
"6364729","OXXO SUC 50LKV RAMONES MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CARRETERA","CARRETERA A REYNOSA KM 72","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,,,"LOCALIDAD","EL ALTO",,,,"66800","19","NUEVO LEÓN   ","042","Los Ramones","0210","El Alto","0077","800",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.60742194","-99.64858583","2014-12"
"6364386","OXXO SUC 50LKW CHINA MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CARRETERA","CARRETERA MONTERREY-REYNOSA","CALLE","ARROYO COLORADO","CALLE","ARROYO MOHÍNOS","CALLE","RÍO BRAVO","0","SN",,,,,"COLONIA","CHINA",,,,"67050","19","NUEVO LEÓN   ","013","China","0001","China","0639","004",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.71178111","-99.25383806","2011-03"
"6370687","OXXO SUC 50LKY GIL DE LEYVA MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","CAPITÁN ALONSO DE LEÓN","CALLE","DOCTOR ELEUTERIO GONZÁLEZ","VIADUCTO","NINGUNO","CALLE","MANUEL ACUÑA","100",,,,,,"COLONIA","GIL DE LEYVA",,,,"67560","19","NUEVO LEÓN   ","038","Montemorelos","0001","Montemorelos","0430","002",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.18967968","-99.85057265","2010-07"
"6364349","OXXO SUC 50LLE LA SALLE MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","DIAGONAL WASHINGTON","CALLE","FRANCISCO GARZA SADA","CALLE","JOSE CALDERON","CALLE","NINGUNO","2930",,,,,,"COLONIA","CHEPEVERA",,,,"64030","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1648","003",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.67958958","-100.34108378","2010-07"
"6370833","OXXO SUC 50LMF LOPEZ MATEOS II MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","LICENCIADO ADOLFO LÓPEZ MATEOS","CALLE","ADOLFO LÓPEZ MATEOS","AVENIDA","PEÑA GUERRA","CALLE","ANTIGUO CAMINO A APODACA","205","B",,,,,"COLONIA","LAGRANGE",,,,"66489","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1248","030",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.72564811","-100.25868502","2010-07"
"6371644","OXXO SUC 50LMI LAS MISIONES MTA","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","CALLE","CARRETERA NACIONAL","CALLE","CALLE DEL MOLINERO","CALLE","CARRETERA NACIONAL","CALLE","CAMINO REAL","101","KM 101",,,,,"COLONIA","LOS RODRIGUEZ",,,,"67300","19","NUEVO LEÓN   ","049","Santiago","0001","Santiago","0218","011",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.5095919","-100.19482023","2010-07"
"6369288","OXXO SUC 50LMV LOMAS DEL VALLE MTY","CADENA COMERCIAL OXXO SA DE CV","462112","Comercio al por menor en minisupers","6 a 10 personas","AVENIDA","Roberto Garza Sada","AVENIDA","Lomas del Valle","AVENIDA","Sierra Azul","AVENIDA","Sierra del Ajusco","122",,,,"0",,"COLONIA","BALCONES DEL VALLE",,,,"66280","19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0505","011",,"ATENCIONCLIENTES@OXXO.COM","WWW.OXXO.COM","Fijo","25.63881443","-100.38242795","2010-07"
